opportunity_id,account_name,rep_name,manager,rep_tier,stage,industry,region,product,deal_value,created_date,close_date,time_to_close_days,last_activity_date,calls_made,emails_sent,meetings_held,forecast_close_rate,actual_close_rate,fiscal_year,fiscal_quarter
OPP-034171,Account_05546,Rep_018,Manager_04,Mid,Prospecting,Logistics,North America,Enterprise Suite,131045.59,2022-03-27,2022-07-11,106,2022-05-12,13,2,5,0.485,0.4923,2022,1
OPP-034172,Account_01283,Rep_022,Manager_01,Mid,Value Proposition,Education,North America,Professional Services,78984.28,2023-12-09,2024-02-06,59,2023-12-23,13,8,7,0.5546,0.4006,2023,4
OPP-034173,Account_02234,Rep_040,Manager_05,Low,Needs Analysis,Energy,North America,Enterprise Suite,55622.35,2023-11-08,2024-02-28,112,2024-01-21,10,22,4,0.3723,0.4009,2023,4
OPP-034174,Account_04505,Rep_013,Manager_06,Mid,Proposal/Price Quote,Manufacturing,North America,Starter Pack,15780.24,2022-12-14,2023-02-06,54,2022-12-26,1,33,5,0.5117,0.4546,2022,4
OPP-034175,Account_03557,Rep_026,Manager_05,Mid,Proposal/Price Quote,Education,North America,Support Bundle,13394.03,2024-07-11,2024-09-06,57,2024-08-14,14,2,0,0.5297,0.5674,2024,3
OPP-034176,Account_01115,Rep_015,Manager_01,Mid,Value Proposition,Education,LATAM,Starter Pack,8414.66,2023-09-21,2023-12-06,76,2023-09-22,2,22,1,0.5291,0.3983,2023,3
OPP-034177,Account_01933,Rep_032,Manager_04,Low,Needs Analysis,Healthcare,EMEA,Pro Plan,24516.67,2024-05-07,2024-07-19,73,2024-06-20,5,7,1,0.3776,0.4133,2024,2
OPP-034178,Account_06301,Rep_028,Manager_07,Mid,Prospecting,Real Estate,APAC,Enterprise Suite,68163.72,2022-04-03,2022-08-05,124,2022-04-18,11,14,8,0.4828,0.4637,2022,2
OPP-034179,Account_05924,Rep_042,Manager_07,Low,Closed Lost,Finance,LATAM,Support Bundle,10566.7,2023-08-03,2023-09-15,43,2023-08-04,18,2,3,0.3838,0.4207,2023,3
OPP-034180,Account_02762,Rep_017,Manager_03,Mid,Negotiation/Review,Retail,APAC,Pro Plan,27213.13,2023-10-08,2023-10-31,23,2023-10-14,14,7,4,0.5072,0.4447,2023,4
OPP-034181,Account_05621,Rep_049,Manager_07,Low,Needs Analysis,Real Estate,North America,Support Bundle,14054.04,2023-01-06,2023-04-03,87,2023-03-13,4,4,2,0.4103,0.4481,2023,1
OPP-034182,Account_07088,Rep_015,Manager_01,Mid,Prospecting,Media,North America,Add-On Services,21918.98,2022-08-22,2022-11-19,89,2022-09-02,7,5,1,0.4904,0.4816,2022,3
OPP-034183,Account_03268,Rep_013,Manager_06,Mid,Value Proposition,Media,APAC,Enterprise Suite,81426.83,2022-01-11,2022-03-17,65,2022-02-21,9,33,3,0.5659,0.5017,2022,1
OPP-034184,Account_06965,Rep_012,Manager_05,Mid,Negotiation/Review,Real Estate,APAC,Add-On Services,26131.08,2022-09-15,2022-10-14,29,2022-10-09,6,22,6,0.499,0.472,2022,3
OPP-034185,Account_07768,Rep_026,Manager_05,Mid,Proposal/Price Quote,Healthcare,LATAM,Add-On Services,9771.95,2024-03-31,2024-05-07,37,2024-04-30,16,19,6,0.5198,0.3802,2024,1
OPP-034186,Account_02691,Rep_045,Manager_03,Low,Prospecting,Finance,EMEA,Support Bundle,12938.3,2023-01-22,2023-06-25,154,2023-02-20,19,18,8,0.3425,0.2822,2023,1
OPP-034187,Account_00997,Rep_010,Manager_03,Top,Proposal/Price Quote,Retail,EMEA,Starter Pack,12514.45,2022-12-15,2023-01-18,34,2022-12-28,18,32,1,0.769,0.6254,2022,4
OPP-034188,Account_06133,Rep_018,Manager_04,Mid,Qualification,Logistics,North America,Professional Services,62598.8,2024-02-17,2024-06-17,121,2024-05-24,17,21,3,0.5267,0.3629,2024,1
OPP-034189,Account_03702,Rep_018,Manager_04,Mid,Decision Makers,Energy,EMEA,Pro Plan,59015.04,2023-04-17,2023-06-09,53,2023-06-02,3,32,2,0.4989,0.3271,2023,2
OPP-034190,Account_04263,Rep_021,Manager_07,Mid,Proposal/Price Quote,Real Estate,North America,Pro Plan,19550.54,2024-09-24,2024-11-23,60,2024-10-03,17,17,0,0.4957,0.5458,2024,3
OPP-034191,Account_07298,Rep_016,Manager_02,Mid,Qualification,Finance,LATAM,Starter Pack,16788.37,2024-01-11,2024-03-22,71,2024-03-16,10,17,5,0.5674,0.5456,2024,1
OPP-034192,Account_01110,Rep_050,Manager_01,Low,Value Proposition,Education,North America,Support Bundle,10388.66,2022-05-13,2022-07-27,75,2022-05-15,1,15,8,0.3525,0.3881,2022,2
OPP-034193,Account_01500,Rep_036,Manager_01,Low,Value Proposition,Healthcare,LATAM,Pro Plan,30627.44,2022-12-22,2023-04-02,101,2023-01-23,17,8,4,0.3928,0.3717,2022,4
OPP-034194,Account_01355,Rep_022,Manager_01,Mid,Qualification,Finance,EMEA,Enterprise Suite,83402.22,2023-05-22,2023-08-01,71,2023-06-06,8,2,2,0.4821,0.4433,2023,2
OPP-034195,Account_04978,Rep_012,Manager_05,Mid,Proposal/Price Quote,Education,APAC,Professional Services,119554.91,2022-09-11,2022-10-18,37,2022-09-15,11,23,1,0.4967,0.5024,2022,3
OPP-034196,Account_02699,Rep_048,Manager_06,Low,Closed Lost,Education,North America,Professional Services,64463.36,2023-12-14,2024-01-14,31,2024-01-07,12,6,2,0.3656,0.2575,2023,4
OPP-034197,Account_03480,Rep_024,Manager_03,Mid,Closed Won,Media,APAC,Support Bundle,17538.72,2023-08-18,2023-09-13,26,2023-09-02,11,4,8,0.4926,0.396,2023,3
OPP-034198,Account_01311,Rep_015,Manager_01,Mid,Value Proposition,Retail,APAC,Add-On Services,25751.84,2023-01-23,2023-03-24,60,2023-02-19,16,10,5,0.5591,0.5781,2023,1
OPP-034199,Account_03594,Rep_001,Manager_01,Top,Prospecting,Healthcare,APAC,Starter Pack,15451.68,2023-12-08,2024-04-08,122,2024-02-11,8,16,6,0.6802,0.5709,2023,4
OPP-034200,Account_05855,Rep_021,Manager_07,Mid,Closed Won,Technology,APAC,Pro Plan,25679.92,2022-12-13,2023-01-06,24,2023-01-06,4,17,2,0.4919,0.5613,2022,4
OPP-034201,Account_04005,Rep_033,Manager_05,Low,Proposal/Price Quote,Retail,EMEA,Add-On Services,12392.11,2024-02-07,2024-04-17,70,2024-04-17,17,10,2,0.349,0.3948,2024,1
OPP-034202,Account_04663,Rep_045,Manager_03,Low,Prospecting,Education,North America,Add-On Services,17828.46,2022-04-26,2022-10-12,169,2022-07-18,4,10,5,0.4025,0.3963,2022,2
OPP-034203,Account_03150,Rep_044,Manager_02,Low,Decision Makers,Technology,LATAM,Enterprise Suite,82127.38,2022-08-27,2022-11-15,80,2022-09-04,3,7,1,0.3842,0.3535,2022,3
OPP-034204,Account_03470,Rep_016,Manager_02,Mid,Proposal/Price Quote,Logistics,APAC,Add-On Services,19628.44,2022-03-28,2022-05-01,34,2022-04-07,3,17,7,0.5307,0.5389,2022,1
OPP-034205,Account_02855,Rep_026,Manager_05,Mid,Decision Makers,Retail,EMEA,Enterprise Suite,127178.24,2023-01-30,2023-03-30,59,2023-03-08,20,23,8,0.527,0.4138,2023,1
OPP-034206,Account_06707,Rep_010,Manager_03,Top,Qualification,Logistics,LATAM,Pro Plan,50828.75,2024-08-31,2024-11-27,88,2024-09-14,8,24,5,0.7463,0.6727,2024,3
OPP-034207,Account_07796,Rep_007,Manager_07,Top,Proposal/Price Quote,Finance,LATAM,Starter Pack,7275.81,2024-11-15,2024-12-12,27,2024-12-05,13,13,1,0.7143,0.7754,2024,4
OPP-034208,Account_05564,Rep_024,Manager_03,Mid,Proposal/Price Quote,Education,APAC,Support Bundle,13342.39,2022-10-18,2022-11-22,35,2022-10-29,2,31,0,0.4721,0.5127,2022,4
OPP-034209,Account_03086,Rep_020,Manager_06,Mid,Prospecting,Manufacturing,LATAM,Enterprise Suite,98778.88,2023-04-11,2023-07-25,105,2023-04-27,14,13,6,0.4851,0.3914,2023,2
OPP-034210,Account_00945,Rep_029,Manager_01,Mid,Qualification,Manufacturing,North America,Enterprise Suite,72740.27,2023-11-08,2024-02-03,87,2023-12-31,14,6,8,0.4973,0.4935,2023,4
OPP-034211,Account_07353,Rep_037,Manager_02,Low,Closed Won,Technology,North America,Pro Plan,52378.58,2022-05-27,2022-07-01,35,2022-06-22,17,4,7,0.4152,0.3209,2022,2
OPP-034212,Account_00601,Rep_045,Manager_03,Low,Qualification,Energy,North America,Support Bundle,10701.6,2022-09-04,2022-12-28,115,2022-11-30,17,4,4,0.3823,0.3848,2022,3
OPP-034213,Account_01850,Rep_011,Manager_04,Mid,Prospecting,Real Estate,North America,Add-On Services,26865.05,2024-07-01,2024-10-10,101,2024-08-29,10,4,1,0.5032,0.4436,2024,3
OPP-034214,Account_01666,Rep_039,Manager_04,Low,Negotiation/Review,Energy,North America,Pro Plan,35985.32,2024-10-18,2024-12-09,52,2024-11-25,16,4,5,0.3929,0.3465,2024,4
OPP-034215,Account_01595,Rep_015,Manager_01,Mid,Negotiation/Review,Finance,LATAM,Professional Services,72412.93,2022-10-21,2022-11-16,26,2022-10-29,13,11,7,0.547,0.5382,2022,4
OPP-034216,Account_00932,Rep_005,Manager_05,Top,Qualification,Retail,EMEA,Pro Plan,35258.31,2023-04-07,2023-06-28,82,2023-05-24,15,26,8,0.759,0.6469,2023,2
OPP-034217,Account_05990,Rep_013,Manager_06,Mid,Prospecting,Real Estate,EMEA,Starter Pack,17049.06,2023-03-15,2023-07-22,129,2023-06-18,6,14,1,0.5426,0.5468,2023,1
OPP-034218,Account_07139,Rep_011,Manager_04,Mid,Qualification,Media,North America,Add-On Services,21388.23,2024-06-12,2024-09-14,94,2024-06-14,3,28,4,0.5465,0.3563,2024,2
OPP-034219,Account_07906,Rep_006,Manager_06,Top,Closed Won,Real Estate,LATAM,Starter Pack,9171.77,2024-01-24,2024-02-07,14,2024-02-06,2,16,2,0.6848,0.729,2024,1
OPP-034220,Account_02039,Rep_047,Manager_05,Low,Prospecting,Real Estate,LATAM,Support Bundle,6458.19,2024-01-02,2024-06-17,167,2024-05-20,14,6,5,0.4162,0.301,2024,1
OPP-034221,Account_06739,Rep_003,Manager_03,Top,Closed Won,Retail,APAC,Pro Plan,51547.92,2024-02-05,2024-02-20,15,2024-02-15,20,19,7,0.7293,0.6327,2024,1
OPP-034222,Account_04143,Rep_027,Manager_06,Mid,Qualification,Logistics,LATAM,Enterprise Suite,128386.34,2024-07-11,2024-10-01,82,2024-07-16,20,34,8,0.557,0.4289,2024,3
OPP-034223,Account_06233,Rep_046,Manager_04,Low,Qualification,Healthcare,APAC,Pro Plan,37515.04,2023-07-09,2023-10-07,90,2023-08-17,4,12,2,0.3988,0.4569,2023,3
OPP-034224,Account_00434,Rep_019,Manager_05,Mid,Needs Analysis,Real Estate,APAC,Add-On Services,19808.81,2023-06-09,2023-09-03,86,2023-07-26,2,11,5,0.476,0.3906,2023,2
OPP-034225,Account_07235,Rep_041,Manager_06,Low,Prospecting,Finance,APAC,Support Bundle,12087.66,2024-04-15,2024-08-12,119,2024-07-15,13,17,8,0.3793,0.2986,2024,2
OPP-034226,Account_02733,Rep_008,Manager_01,Top,Prospecting,Real Estate,North America,Enterprise Suite,109080.74,2023-08-15,2023-10-21,67,2023-10-11,9,28,5,0.7878,0.6389,2023,3
OPP-034227,Account_01230,Rep_036,Manager_01,Low,Proposal/Price Quote,Energy,APAC,Support Bundle,7953.42,2024-02-12,2024-04-07,55,2024-03-18,19,11,7,0.3843,0.3527,2024,1
OPP-034228,Account_06022,Rep_003,Manager_03,Top,Prospecting,Real Estate,LATAM,Professional Services,111674.78,2023-02-18,2023-05-16,87,2023-02-25,1,31,8,0.6616,0.7347,2023,1
OPP-034229,Account_00196,Rep_014,Manager_07,Mid,Qualification,Manufacturing,LATAM,Add-On Services,11444.58,2023-07-06,2023-10-02,88,2023-09-18,5,14,7,0.5266,0.5213,2023,3
OPP-034230,Account_05977,Rep_050,Manager_01,Low,Closed Lost,Retail,APAC,Professional Services,106658.41,2022-09-10,2022-10-10,30,2022-09-19,2,4,4,0.3429,0.2826,2022,3
OPP-034231,Account_03087,Rep_029,Manager_01,Mid,Needs Analysis,Media,North America,Pro Plan,53895.87,2022-05-22,2022-08-28,98,2022-08-17,5,11,2,0.4913,0.4309,2022,2
OPP-034232,Account_05035,Rep_010,Manager_03,Top,Proposal/Price Quote,Energy,EMEA,Professional Services,74673.78,2022-02-16,2022-03-17,29,2022-03-06,4,25,8,0.7686,0.519,2022,1
OPP-034233,Account_06100,Rep_002,Manager_02,Top,Needs Analysis,Technology,APAC,Starter Pack,5526.45,2022-03-15,2022-05-03,49,2022-04-22,4,28,5,0.7908,0.577,2022,1
OPP-034234,Account_00938,Rep_011,Manager_04,Mid,Decision Makers,Education,APAC,Support Bundle,18668.76,2023-03-01,2023-04-19,49,2023-03-29,5,27,6,0.5212,0.5849,2023,1
OPP-034235,Account_05049,Rep_041,Manager_06,Low,Negotiation/Review,Technology,EMEA,Enterprise Suite,149189.37,2024-09-23,2024-11-07,45,2024-10-12,4,31,0,0.3889,0.3962,2024,3
OPP-034236,Account_07794,Rep_050,Manager_01,Low,Qualification,Technology,EMEA,Pro Plan,36214.11,2024-08-14,2024-11-29,107,2024-10-29,18,9,1,0.3878,0.419,2024,3
OPP-034237,Account_03446,Rep_036,Manager_01,Low,Proposal/Price Quote,Media,North America,Enterprise Suite,181159.08,2023-12-10,2024-01-31,52,2024-01-23,11,14,6,0.376,0.2698,2023,4
OPP-034238,Account_07642,Rep_009,Manager_02,Top,Qualification,Education,APAC,Add-On Services,29182.19,2024-07-30,2024-10-26,88,2024-08-22,7,21,4,0.7665,0.665,2024,3
OPP-034239,Account_01820,Rep_044,Manager_02,Low,Value Proposition,Healthcare,LATAM,Professional Services,62232.41,2022-09-21,2023-01-09,110,2022-12-24,18,2,8,0.3487,0.2866,2022,3
OPP-034240,Account_03183,Rep_034,Manager_06,Low,Qualification,Education,North America,Support Bundle,17876.63,2024-12-20,2024-12-31,116,2025-03-25,13,24,3,0.3963,0.3807,2024,4
OPP-034241,Account_07088,Rep_043,Manager_01,Low,Proposal/Price Quote,Logistics,EMEA,Support Bundle,17858.99,2023-06-13,2023-08-02,50,2023-07-25,6,33,1,0.3444,0.2616,2023,2
OPP-034242,Account_00486,Rep_015,Manager_01,Mid,Closed Lost,Retail,APAC,Support Bundle,12934.48,2022-11-11,2022-12-08,27,2022-11-25,12,7,3,0.5398,0.5649,2022,4
OPP-034243,Account_06467,Rep_004,Manager_04,Top,Value Proposition,Logistics,LATAM,Support Bundle,20366.3,2022-05-17,2022-07-14,58,2022-07-04,4,4,6,0.7277,0.6842,2022,2
OPP-034244,Account_05143,Rep_019,Manager_05,Mid,Prospecting,Retail,LATAM,Add-On Services,28475.93,2023-09-21,2024-01-30,131,2023-09-29,17,15,8,0.5483,0.4928,2023,3
OPP-034245,Account_04571,Rep_036,Manager_01,Low,Proposal/Price Quote,Healthcare,APAC,Support Bundle,10334.07,2024-05-12,2024-07-22,71,2024-07-04,20,34,5,0.3546,0.2389,2024,2
OPP-034246,Account_03858,Rep_046,Manager_04,Low,Closed Lost,Finance,North America,Add-On Services,16742.03,2023-04-07,2023-05-10,33,2023-05-06,12,24,1,0.3997,0.3604,2023,2
OPP-034247,Account_06944,Rep_035,Manager_07,Low,Value Proposition,Retail,APAC,Enterprise Suite,64339.14,2023-09-15,2023-11-20,66,2023-11-13,18,13,2,0.348,0.2293,2023,3
OPP-034248,Account_03771,Rep_011,Manager_04,Mid,Negotiation/Review,Energy,EMEA,Professional Services,99336.48,2022-01-03,2022-01-25,22,2022-01-21,19,33,1,0.5484,0.4538,2022,1
OPP-034249,Account_04972,Rep_029,Manager_01,Mid,Qualification,Manufacturing,APAC,Professional Services,44335.52,2022-06-10,2022-08-14,65,2022-08-08,6,21,6,0.5208,0.5929,2022,2
OPP-034250,Account_01381,Rep_021,Manager_07,Mid,Closed Lost,Finance,North America,Enterprise Suite,71986.33,2023-02-09,2023-02-28,19,2023-02-12,6,15,0,0.5101,0.4886,2023,1
OPP-034251,Account_00312,Rep_010,Manager_03,Top,Prospecting,Technology,EMEA,Support Bundle,15216.56,2022-08-14,2022-11-09,87,2022-09-01,10,9,3,0.6574,0.4861,2022,3
OPP-034252,Account_04147,Rep_008,Manager_01,Top,Proposal/Price Quote,Real Estate,North America,Starter Pack,17000.89,2023-06-26,2023-07-21,25,2023-07-14,17,20,8,0.763,0.5977,2023,2
OPP-034253,Account_04451,Rep_046,Manager_04,Low,Prospecting,Technology,North America,Pro Plan,60714.98,2024-10-16,2024-12-31,198,2025-01-13,18,20,7,0.4067,0.3524,2024,4
OPP-034254,Account_02464,Rep_037,Manager_02,Low,Prospecting,Real Estate,APAC,Professional Services,111519.87,2024-05-11,2024-12-20,223,2024-09-27,11,8,8,0.3959,0.2637,2024,2
OPP-034255,Account_00635,Rep_011,Manager_04,Mid,Value Proposition,Retail,APAC,Starter Pack,13645.42,2022-01-19,2022-04-01,72,2022-03-24,16,5,1,0.5663,0.4967,2022,1
OPP-034256,Account_03699,Rep_030,Manager_02,Mid,Closed Won,Energy,APAC,Enterprise Suite,128347.77,2023-06-08,2023-06-30,22,2023-06-19,4,2,4,0.4705,0.3561,2023,2
OPP-034257,Account_03184,Rep_010,Manager_03,Top,Prospecting,Finance,APAC,Add-On Services,16349.46,2024-11-05,2024-12-31,74,2025-01-18,13,12,0,0.6877,0.5582,2024,4
OPP-034258,Account_06142,Rep_019,Manager_05,Mid,Qualification,Healthcare,North America,Add-On Services,11825.47,2022-05-16,2022-07-22,67,2022-05-27,15,16,8,0.5207,0.471,2022,2
OPP-034259,Account_05483,Rep_033,Manager_05,Low,Decision Makers,Education,EMEA,Add-On Services,21964.04,2023-07-20,2023-09-15,57,2023-08-30,2,17,0,0.4163,0.3522,2023,3
OPP-034260,Account_05902,Rep_029,Manager_01,Mid,Closed Lost,Energy,LATAM,Professional Services,120603.33,2022-11-04,2022-11-24,20,2022-11-13,1,4,0,0.5227,0.4033,2022,4
OPP-034261,Account_06190,Rep_013,Manager_06,Mid,Negotiation/Review,Retail,APAC,Enterprise Suite,68174.16,2023-10-14,2023-11-22,39,2023-11-07,8,30,6,0.4873,0.5012,2023,4
OPP-034262,Account_00981,Rep_008,Manager_01,Top,Qualification,Retail,LATAM,Pro Plan,41222.04,2023-11-19,2024-02-17,90,2024-01-01,19,8,1,0.6581,0.6334,2023,4
OPP-034263,Account_04558,Rep_016,Manager_02,Mid,Qualification,Logistics,North America,Enterprise Suite,122587.88,2024-12-05,2024-12-31,111,2025-03-04,20,4,6,0.5088,0.5031,2024,4
OPP-034264,Account_07022,Rep_015,Manager_01,Mid,Proposal/Price Quote,Healthcare,North America,Professional Services,101787.65,2023-05-20,2023-07-05,46,2023-06-14,2,11,0,0.4686,0.4472,2023,2
OPP-034265,Account_06063,Rep_023,Manager_02,Mid,Closed Lost,Retail,EMEA,Enterprise Suite,143678.14,2024-08-16,2024-09-17,32,2024-08-24,14,35,6,0.5271,0.4014,2024,3
OPP-034266,Account_05477,Rep_018,Manager_04,Mid,Value Proposition,Technology,EMEA,Support Bundle,18088.44,2022-01-19,2022-03-25,65,2022-03-21,17,30,7,0.5572,0.54,2022,1
OPP-034267,Account_01288,Rep_032,Manager_04,Low,Qualification,Media,APAC,Starter Pack,6714.09,2024-01-18,2024-07-04,168,2024-04-28,16,31,0,0.3939,0.2646,2024,1
OPP-034268,Account_00631,Rep_019,Manager_05,Mid,Prospecting,Media,LATAM,Support Bundle,17519.27,2024-05-21,2024-10-23,155,2024-06-18,7,9,3,0.5527,0.4592,2024,2
OPP-034269,Account_04076,Rep_017,Manager_03,Mid,Decision Makers,Energy,LATAM,Pro Plan,30079.91,2024-03-18,2024-05-03,46,2024-03-31,17,33,3,0.5624,0.5125,2024,1
OPP-034270,Account_01784,Rep_001,Manager_01,Top,Proposal/Price Quote,Real Estate,North America,Professional Services,39977.04,2022-01-05,2022-02-02,28,2022-01-16,7,24,5,0.708,0.5085,2022,1
OPP-034271,Account_07638,Rep_017,Manager_03,Mid,Needs Analysis,Logistics,LATAM,Support Bundle,7754.37,2023-03-27,2023-06-06,71,2023-04-07,13,34,5,0.5244,0.3579,2023,1
OPP-034272,Account_02437,Rep_049,Manager_07,Low,Qualification,Media,LATAM,Professional Services,104850.65,2023-12-08,2024-03-07,90,2023-12-13,12,8,8,0.3484,0.3952,2023,4
OPP-034273,Account_01811,Rep_041,Manager_06,Low,Proposal/Price Quote,Manufacturing,APAC,Starter Pack,9099.74,2022-03-15,2022-05-21,67,2022-04-17,5,20,5,0.3627,0.3563,2022,1
OPP-034274,Account_07412,Rep_049,Manager_07,Low,Closed Won,Manufacturing,EMEA,Add-On Services,20077.98,2024-05-11,2024-06-15,35,2024-05-12,5,17,6,0.4001,0.4473,2024,2
OPP-034275,Account_07603,Rep_026,Manager_05,Mid,Prospecting,Education,North America,Support Bundle,12106.92,2024-11-22,2024-12-31,134,2025-04-03,18,7,7,0.4796,0.4774,2024,4
OPP-034276,Account_04527,Rep_026,Manager_05,Mid,Proposal/Price Quote,Manufacturing,APAC,Starter Pack,5338.53,2022-05-20,2022-07-17,58,2022-07-04,14,16,5,0.5353,0.366,2022,2
OPP-034277,Account_00667,Rep_046,Manager_04,Low,Qualification,Technology,LATAM,Professional Services,69481.38,2022-03-21,2022-09-02,165,2022-08-03,14,16,1,0.3561,0.2675,2022,1
OPP-034278,Account_07851,Rep_033,Manager_05,Low,Closed Won,Media,North America,Enterprise Suite,140439.16,2024-11-22,2024-12-12,20,2024-12-08,13,13,1,0.4088,0.3436,2024,4
OPP-034279,Account_00343,Rep_009,Manager_02,Top,Proposal/Price Quote,Logistics,LATAM,Enterprise Suite,86210.27,2023-09-03,2023-10-09,36,2023-09-04,19,19,7,0.7598,0.7406,2023,3
OPP-034280,Account_06628,Rep_038,Manager_03,Low,Closed Won,Logistics,North America,Add-On Services,27467.23,2024-10-15,2024-11-21,37,2024-11-18,16,26,6,0.3527,0.3781,2024,4
OPP-034281,Account_06896,Rep_015,Manager_01,Mid,Value Proposition,Retail,North America,Support Bundle,7970.11,2022-11-28,2023-01-11,44,2022-12-25,18,9,8,0.508,0.3784,2022,4
OPP-034282,Account_00982,Rep_024,Manager_03,Mid,Qualification,Education,EMEA,Professional Services,95491.27,2024-06-13,2024-09-01,80,2024-08-22,16,26,6,0.5263,0.4471,2024,2
OPP-034283,Account_07790,Rep_008,Manager_01,Top,Closed Lost,Retail,North America,Add-On Services,8404.47,2023-09-18,2023-10-09,21,2023-09-23,7,6,2,0.7746,0.6562,2023,3
OPP-034284,Account_00041,Rep_028,Manager_07,Mid,Needs Analysis,Manufacturing,APAC,Support Bundle,7480.89,2024-04-22,2024-07-09,78,2024-06-03,19,25,2,0.5468,0.6274,2024,2
OPP-034285,Account_02992,Rep_046,Manager_04,Low,Needs Analysis,Finance,EMEA,Add-On Services,11525.73,2022-11-13,2023-03-18,125,2023-02-03,6,3,8,0.4127,0.3888,2022,4
OPP-034286,Account_03138,Rep_016,Manager_02,Mid,Decision Makers,Logistics,North America,Support Bundle,12116.19,2022-03-10,2022-05-20,71,2022-04-11,15,14,4,0.497,0.3283,2022,1
OPP-034287,Account_00340,Rep_043,Manager_01,Low,Needs Analysis,Education,APAC,Add-On Services,11844.78,2023-10-02,2024-02-17,138,2023-10-18,15,34,5,0.4014,0.3168,2023,4
OPP-034288,Account_02250,Rep_015,Manager_01,Mid,Needs Analysis,Retail,LATAM,Pro Plan,61473.55,2024-08-30,2024-11-20,82,2024-09-21,15,25,7,0.5044,0.4368,2024,3
OPP-034289,Account_05023,Rep_014,Manager_07,Mid,Negotiation/Review,Media,EMEA,Professional Services,70017.35,2024-01-06,2024-01-30,24,2024-01-16,19,24,3,0.5539,0.6037,2024,1
OPP-034290,Account_01631,Rep_037,Manager_02,Low,Negotiation/Review,Real Estate,North America,Add-On Services,18878.06,2023-11-01,2023-12-17,46,2023-12-14,7,27,1,0.3577,0.3139,2023,4
OPP-034291,Account_05164,Rep_004,Manager_04,Top,Proposal/Price Quote,Healthcare,EMEA,Add-On Services,15335.44,2023-10-11,2023-11-22,42,2023-10-28,5,29,7,0.7634,0.4976,2023,4
OPP-034292,Account_01485,Rep_043,Manager_01,Low,Decision Makers,Real Estate,APAC,Starter Pack,18566.58,2022-12-06,2023-02-14,70,2023-01-12,5,3,0,0.4112,0.4003,2022,4
OPP-034293,Account_00908,Rep_028,Manager_07,Mid,Decision Makers,Logistics,North America,Support Bundle,16469.59,2022-06-22,2022-08-18,57,2022-07-19,15,26,8,0.57,0.3791,2022,2
OPP-034294,Account_05705,Rep_036,Manager_01,Low,Closed Won,Energy,LATAM,Add-On Services,30692.45,2024-10-02,2024-10-26,24,2024-10-06,16,23,0,0.3879,0.3939,2024,4
OPP-034295,Account_04510,Rep_020,Manager_06,Mid,Value Proposition,Education,APAC,Enterprise Suite,104749.04,2024-09-04,2024-11-16,73,2024-09-15,19,31,3,0.5659,0.4143,2024,3
OPP-034296,Account_05439,Rep_050,Manager_01,Low,Prospecting,Finance,North America,Pro Plan,47437.53,2022-07-15,2023-02-05,205,2022-09-22,6,24,5,0.3639,0.3237,2022,3
OPP-034297,Account_00611,Rep_044,Manager_02,Low,Qualification,Education,EMEA,Support Bundle,11227.69,2023-05-12,2023-09-19,130,2023-09-08,17,13,2,0.3652,0.3184,2023,2
OPP-034298,Account_07106,Rep_027,Manager_06,Mid,Closed Lost,Logistics,EMEA,Enterprise Suite,147894.99,2022-03-15,2022-04-16,32,2022-04-01,14,30,7,0.4765,0.4923,2022,1
OPP-034299,Account_06053,Rep_024,Manager_03,Mid,Proposal/Price Quote,Finance,North America,Professional Services,117328.21,2022-06-09,2022-08-08,60,2022-08-06,14,4,0,0.5103,0.5656,2022,2
OPP-034300,Account_04569,Rep_036,Manager_01,Low,Proposal/Price Quote,Retail,EMEA,Starter Pack,10533.66,2023-03-21,2023-05-09,49,2023-04-02,13,18,8,0.3805,0.2821,2023,1
OPP-034301,Account_05133,Rep_026,Manager_05,Mid,Value Proposition,Finance,North America,Add-On Services,17614.52,2024-08-29,2024-11-07,70,2024-10-15,12,27,5,0.4813,0.4397,2024,3
OPP-034302,Account_03208,Rep_046,Manager_04,Low,Prospecting,Energy,EMEA,Pro Plan,67380.74,2024-08-10,2024-12-31,145,2024-12-07,4,13,1,0.4047,0.4286,2024,3
OPP-034303,Account_06040,Rep_008,Manager_01,Top,Negotiation/Review,Energy,North America,Starter Pack,6417.15,2023-03-30,2023-04-24,25,2023-04-08,6,13,7,0.7122,0.6937,2023,1
OPP-034304,Account_06733,Rep_014,Manager_07,Mid,Negotiation/Review,Technology,LATAM,Starter Pack,10571.31,2022-11-18,2022-12-13,25,2022-12-02,6,19,8,0.5181,0.5529,2022,4
OPP-034305,Account_05320,Rep_035,Manager_07,Low,Value Proposition,Energy,APAC,Support Bundle,11009.7,2022-04-12,2022-06-29,78,2022-06-10,1,12,1,0.3972,0.3258,2022,2
OPP-034306,Account_00107,Rep_015,Manager_01,Mid,Proposal/Price Quote,Finance,LATAM,Professional Services,102168.48,2022-10-04,2022-11-07,34,2022-10-16,1,23,1,0.5064,0.579,2022,4
OPP-034307,Account_05483,Rep_013,Manager_06,Mid,Closed Won,Media,LATAM,Professional Services,38649.35,2022-04-28,2022-05-19,21,2022-05-11,13,8,1,0.5474,0.4591,2022,2
OPP-034308,Account_03618,Rep_027,Manager_06,Mid,Needs Analysis,Finance,APAC,Add-On Services,20878.09,2023-08-02,2023-09-29,58,2023-09-24,6,27,7,0.4939,0.553,2023,3
